time,T_h_model,T_h_meas,T_h_assim,T_c_model,T_c_meas,T_c_assim,mdot_model,mdot_assim,dP_pump_mean
23.5,319.0480630884315,318.8549981554051,319.0465101068473,289.69405648180697,288.8522280523632,289.67972469146275,75.02296590065514,75.02296592084896,151958.63015799
24.0,318.9720652254898,319.1993074059127,318.9755639911767,289.7212900613542,289.5563852644297,289.71795643886696,76.54042812997139,76.54042814093427,151746.78456010774
24.5,318.89930878646885,319.4699574647254,318.9073560400866,289.76070631065465,290.6428195830341,289.77094243731085,78.05575618289919,78.05575618841267,151533.39089272625
25.0,318.82935708598154,318.3475681017934,318.8212860073665,289.81633540500843,289.4460570120577,289.81385174780235,79.56893468706625,79.56893468000497,151318.45907526903
25.5,318.74159576098884,319.227975425051,318.74952210778304,289.8604168115773,289.31796054322393,289.8506370562129,81.07994828456529,81.07994829996898,151101.99907915524
26.0,318.6680803882016,317.4366929967766,318.65066800237315,289.90006752152533,289.7140170312543,289.89726450076785,82.58878188867202,82.58878186362455,150884.02092947223
26.5,318.56764685960565,318.63972846473166,318.56782505226636,289.94785384023385,291.0978000061272,289.96430997462437,84.09542036060877,84.09542036379963,150664.5346950231
27.0,318.4832681067637,318.38264793930824,318.48198608452464,290.016108226507,290.7963194693618,290.02553741945775,85.59984880398665,85.59984880041178,150443.55048043036
27.5,318.3959069850826,318.79914261468764,318.40185803399953,290.0791507746381,290.4869574185705,290.08381144072916,87.10205220931894,87.10205221490126,150221.0784501057
28.0,318.3142443210643,317.9215013265371,318.3092478953712,290.13943685400295,290.4568613312498,290.1420973807499,88.60201579906648,88.60201579062303,149997.12882278895
28.5,318.2201788653515,318.19950363297994,318.2193135840262,290.19940847967524,291.22642039745523,290.2124111603604,90.09972506437764,90.09972506571214,149771.71185588543
29.0,318.1288571593249,318.29536329328675,318.1307820884399,290.27160466100906,289.50891437086364,290.26258199012574,91.59516532798007,91.59516532948633,149544.83781197623
29.5,318.0388667543823,318.4105518702407,318.0428505239652,290.32305232731505,290.1831288781784,290.32053629700914,93.08832203695368,93.08832203476388,149316.5170489467
30.0,317.94953362396416,318.62583915599384,317.9562230432606,290.38225371922107,289.8464231968349,290.3777652417759,94.5791809287245,94.57918092168697,149086.75995751974
30.5,317.8615199314776,318.5195038783254,317.8669462013749,290.4413798019987,290.50992250265244,290.4405696349293,96.06772780793041,96.06772780117544,148855.57694073816
31.0,317.7709210031615,317.7901050127763,317.77036505916396,290.50581940462087,290.2475782953163,290.503013213606,97.55394840163542,97.55394839746754,148622.97844595366
31.5,317.6730774531346,317.4143951560878,317.6711890782436,290.57004959490513,290.19424732668057,290.5653846823068,99.03782866235612,99.03782864297825,148388.9749890283
32.0,317.5726783634083,317.3319317751672,317.57081433319553,290.6341709939981,291.01214140105327,290.63825161387877,100.51935452029353,100.51935453210729,148153.57710763536
32.5,317.4711664278876,317.0536486790509,317.4682413748589,290.70788792301295,290.3184470983955,290.7052335590132,101.99851235556906,101.998512342321,147916.79538321085
33.0,317.3674663114218,318.3496515162886,317.3781814260216,290.7762844405199,291.09431232259044,290.77820791925694,103.47528838126853,103.47528842495416,147678.64040459567
33.5,317.2762737152001,317.59905913611624,317.28025437037985,290.8503263941543,290.4156131300998,290.84681973912126,104.94966886246758,104.94966886442364,147439.1228001527
34.0,317.1772596455191,316.89827696393274,317.1746973008766,290.9205966979861,290.9622782600983,290.92084312129583,106.4216403402375,106.42164033384661,147198.25329294524
34.5,317.07071267524697,317.0328383580393,317.0708811313649,290.9958864369677,290.4626804598677,290.9923667414201,107.89118949679303,107.89118947759336,146956.04256075365
35.0,316.96591332021245,316.79445981900176,316.9647499543793,291.068614396622,291.1923582059151,291.06965651137085,109.35830283084273,109.35830283143116,146712.50133503653
35.5,316.85887206656423,317.15903353521816,316.8621667517313,291.1472112975406,290.83524255344906,291.14414049932435,110.82296732176675,110.82296731984043,146467.6404142171
36.0,316.7553736383005,317.7191954579454,316.76202635244454,291.22289706699723,290.24353622598807,291.2149941805243,112.28516981503554,112.28516980442892,146221.470580183
36.5,316.6543129958877,317.69197600201585,316.66077923101955,291.29394899173684,290.26229288988986,291.2866817676849,113.74489725241709,113.74489726426373,145974.00267244194
37.0,316.5521848112767,317.33771656419435,316.5583405295315,291.3677687143268,291.4928209594055,291.36902664019857,115.20213682731483,115.20213683860213,145725.24755739575
37.5,316.448961675968,316.88421814753207,316.451159898504,291.4507133078356,291.4724316657939,291.45115001579535,116.65687566281582,116.65687567020598,145475.2161200398
38.0,316.3410530319858,316.14866708008077,316.3397799708612,291.5343611521527,292.0336127274598,291.53649684431986,118.10910128976677,118.10910127790365,145223.91928992997
38.5,316.22901958263407,316.8352235248095,316.232815886501,291.62060898866326,291.91474104554436,291.6216749387427,119.55880092379232,119.55880092813351,144971.3679758981
39.0,316.12140624715545,316.41424137330273,316.1233517001381,291.70685664130275,292.70773489628994,291.71400198925954,121.00596232810469,121.00596230464522,144717.5731740001
39.5,316.01138214330194,316.55599989311366,316.013749403824,291.79950136523274,291.6402156683133,291.7983207184858,122.45057312741199,122.45057315136074,144462.54585031912
40.0,315.9012040334562,316.47602198298864,315.9038471693426,291.88485742089455,291.5806293389524,291.8835005111204,123.8926211998307,123.89262123346067,144206.29700185245
40.5,315.7907642695347,315.68951406065,315.78938797861684,291.9702509706786,292.24383366275697,291.97119333902793,125.33209391353942,125.33209389358122,143948.83766288403
41.0,315.6758430539828,315.94555680427976,315.67668900862253,292.0589431159801,291.7728138392306,292.057523124147,126.76897998617927,126.76898001024847,143690.1789846137
41.5,315.56269441594225,315.7642740126484,315.56436155235724,292.1457696388851,292.2851419943774,292.1468056758747,128.2032673855706,128.20326739818768,143430.3318820446
42.0,315.4499654791778,315.3370550780272,315.44884603490135,292.2361618038501,291.66325894190794,292.23367582557387,129.634944010112,129.63494402598155,143169.3074995165
42.5,315.33408545608233,315.6784383798096,315.33578609955595,292.3239719697615,292.1834728818111,292.3234771956102,131.06399845700747,131.06399848241608,142907.11699287372
43.0,315.22069612430556,314.8136472620516,315.21891199195966,292.41447153804427,292.7279445469226,292.4157060202683,132.49041909241217,132.49041905357382,142643.77144212718
43.5,315.10356596192486,314.9969682627227,315.1038611851626,292.50693961524036,293.45303425586,292.51166737338286,133.91419447007237,133.91419441800954,142379.28201931747
44.0,314.9883046991539,315.05015261135003,314.98894153651685,292.60327573689597,292.46152874337537,292.6029623978171,135.33531308128997,135.33531308951683,142113.65985990944
44.5,314.8731751474529,315.11625401962755,314.87478982627596,292.6943611215213,293.0022615982637,292.6963721931869,136.75376383843982,136.75376383279206,141846.91616522364
45.0,314.75885500763087,314.768019601045,314.7586616314325,292.7886118844888,291.9408242647872,292.78472408516694,138.169535885742,138.16953589174074,141579.0621244026
45.5,314.6425694795226,315.1586041375819,314.6458538945507,292.8770684849137,293.5060016537197,292.8811812832693,139.5826180600135,139.58261806250573,141310.10886924513
46.0,314.52966968104715,314.79256513653036,314.53076482467696,292.9739167313682,292.63593685424826,292.9732051723697,140.99299930622334,140.99299929929495,141040.0676489262
46.5,314.41450586074393,313.9091385426073,314.41282300231455,293.06678229483236,293.38013770088713,293.0680595010628,142.4006688080842,142.40066881364308,140768.949715492
47.0,314.2965618581167,315.3065832211797,314.3008508422449,293.16184947510794,293.52734365145574,293.16436070876995,143.8056161451088,143.80561612536636,140496.7663034794
47.5,314.1845878286412,314.6067085077367,314.18667756607215,293.25841323233595,293.0323096289692,293.2582093568773,145.20783071471473,145.20783069123746,140223.52861829218
48.0,314.07044297837,314.55188863369835,314.072819745322,293.35322009713,293.2722807295931,293.35364191020244,146.60730221650954,146.60730218983167,139949.24790707897
48.5,313.9566548927373,314.08099383008226,313.95719328722214,293.4485294744757,293.5376279709589,293.4492478213041,148.00402004115958,148.0040200394563,139673.9354026612
49.0,313.84114465435175,314.6700749619325,313.84388486550165,293.5438702522935,293.6649635819547,293.5454850596701,149.397974315587,149.39797430027295,139397.60241770756
49.5,313.72797216059035,314.17446721885887,313.72926188887163,293.64034043397504,293.2535886138709,293.6386124583363,150.78915461169407,150.78915458231126,139120.26016596815
50.0,313.61350357245476,314.32121988040694,313.6165046009914,293.7333632920379,293.48362382227157,293.7335383646738,152.1775510956115,152.17755108464368,138841.91997755584
50.5,313.5009318311996,312.3458796087551,313.49597804018873,293.82871445625983,293.59539827125377,293.82611739858123,153.56315375938664,153.56315374734618,138562.59309158078
51.0,313.38066403420913,313.65540223117,313.38079447643975,293.9213359686171,293.0662809303405,293.91794616319913,154.94595292078256,154.9459528446249,138282.2908246799
51.5,313.2657242833069,313.70037884401535,313.26744504226787,294.01335448042414,293.6636056109275,294.01268437427404,156.3259389313711,156.32593890639293,138001.02445125853
52.0,313.1526584009912,313.09626256903573,313.1500804057269,294.1074856361115,293.0713463144255,294.1018827257834,157.70310279875912,157.70310271406805,137718.80521750246
52.5,313.03559669768,313.32309608134926,313.03663498478005,294.1970408558071,294.30963622053144,294.1973460751453,159.07743442122725,159.07743443203165,137435.644340617
53.0,312.92250398318106,313.5816213968229,312.92397824449796,294.293096984799,294.09605812635976,294.2927317536753,160.44892460623151,160.448924602226,137151.55318724652
53.5,312.8102243570401,312.6429052059792,312.81015310177054,294.3874433489562,295.0433630860076,294.3898338970801,161.81756429445113,161.817564306235,136866.54306941762
54.0,312.6968308281124,312.5227372671698,312.6952785849448,294.4846840645549,293.7493740297693,294.48145935877096,163.1833443135374,163.18334430084,136580.6252083002
54.5,312.5823832739683,312.5348118709638,312.58134977143186,294.5764570774644,294.4607921261713,294.5755575640413,164.54625595077636,164.5462559500368,136293.8109130502
55.0,312.4689247724893,312.2479351924207,312.46869576454765,294.66994773501375,294.610304267659,294.6698644815853,165.9062903067052,165.90629030869323,136006.11138512706
55.5,312.3567631467625,312.72170253138256,312.35857298237534,294.7634781804998,295.1845192307484,294.7653495340166,167.26343820087325,167.26343818250018,135717.53790970758
56.0,312.2471521159555,312.5068633368356,312.24786236354515,294.8585648616581,294.86351783924414,294.85899992233624,168.61769120396656,168.61769119311728,135428.10184434755
56.5,312.136973157394,312.72915048090226,312.1380622719184,294.95217345525265,294.2834935652655,294.9508298529573,169.96904111080303,169.96904110586422,135137.81439123163
57.0,312.027711686957,312.6553630859433,312.02902912947786,295.0450093040087,294.5636196059485,295.0449781994282,171.31747886332926,171.3174788734172,134846.68673775205
57.5,311.91926017587207,312.91468856163755,311.92208089929767,295.1380292941187,295.22347392297155,295.13969745935015,172.66299698370804,172.662996985259,134554.73026310912
58.0,311.81291035394645,311.8041105321995,311.81176040127946,295.2322823277716,294.7105713918751,295.23037403299935,174.00558680346577,174.00558684581318,134261.95603000664
58.5,311.7032119937067,312.05535857471483,311.7045858315727,295.3223287337255,295.1128227124672,295.32288641054276,175.34524033104256,175.3452403238249,133968.3753509126
59.0,311.596677466192,312.4323189059019,311.59879875144367,295.41469987280766,294.92382057211086,295.4148286523374,176.68194970807664,176.68194970732725,133673.99945240605
59.5,311.49154226760174,311.74428453949923,311.4908372125543,295.5066342116219,294.73965008729004,295.50496623681664,178.01570686185488,178.0157069052251,133378.8394824608
60.0,311.38426469215636,309.93993825876106,311.3805459772621,295.59601007349033,296.2071050907649,295.5949158038536,179.34650447386346,179.3465045078831,133082.90668559517
